4930509H03Rik
Pdzrn4
Gm6749
A630031M04Rik
Aspn
Gm43896
Gm49957
Gm26207
Gm15011
Hacd2
Foxa1
Gm12735
Gm9729
Gm23365
9630013K17Rik
Gipr
1110028F18Rik
Mir7650
Gm8764
Haus8
Cnrip1
Gm14711
Ulk3
Gm42428
Olfr25
Zfp493
Gm13431
Gm37750
Kcnc4
Itih5l-ps
Opa3
Rab11fip4os2
BC051665
Olfr1064-ps1
Gm15688
Gm37211
Mir7225
Gm17221
Gm20738
Gm29454
Trav16d-dv11
Olfr12
Igkv4-80
Olfr267
Gm25100
Mir7674
Csnk1e
Ttc34
Sez6l
Gm44657
Gm25950
Gm37677
Gm43039
Gm29724
Gm3889
Gm14707
Gm6657
Radil
Gm43016
Gm42981
Gm26896
Gm21469
Prss2
S100a11-ps
Tsc2
Gm45486
Bpifb6
Olfr950-ps1
Gm48111
Gm10267
Gm18248
Ankrd49
Gm23419
Tmem181a
Golga7b
Zyg11b
Trdj1
Gm12966
Cacul1
Gm48506
Tmem70
Gm40513
Gm13564
Gm28100
Gm44199
2610012C04Rik
Hgfac
Gm9427
Stt3b
Parpbp
Tdrd3
AC140469.1
Gm9628
Igkv10-94
Gm26698
Hmcn2
Ltv1
Foxh1
Suco
Tceal7
Gm6407
Gm25421
Mir7080
Oosp3
9230106D20Rik
Olr1
Gm24805
Gm15264
Gm42372
Gm31630
Gm17115
Anxa11
Igkv4-57-1
Zfp965
Arl4c
Fads1
Gm15416
A730046J19Rik
Rcor2
Gm47202
Gm8082
Gm12876
Gm24802
Gm11544
Gm14200
Apol9a
Cir1
Rel
Tm9sf2
Mir574
Nedd4
Gm49436
Samd1
Ppp1r2-ps6
Gm6201
Gm18427
Gm12474
Gm37663
Gm12353
Gm47896
Zfp26
Rpl41
Ranbp2-ps2
Mbip
5430414B19Rik
4631405K08Rik
AC116871.1
AC115822.1
Gm5540
Rnf146
Cmtm6
Cntnap5a
Traj21
Gm3756
AC124518.2
Gm26427
AC109138.11
n-R5s58
Tmed10
Asap1
Gm36933
Slc25a54
Gm25807
Gm27203
Dmrt1i
Gm44371
Gm28511
Gm34557
En2
C230038L03Rik
Zfp995
Gm20049
Mir6975
1700030M09Rik
Gm15275
Wdr45b
Gm47042
Vmn1r228
Gm5386
4930452L12Rik
Msln
Gm48775
Map2k3
Klhdc9
Gm16177
Gm48119
4921527H02Rik
Nmt1
Gm30698
Gm47267
Gm47419
Fam24b
Srebf1
Gm42564
5830437K03Rik
Gm5533
Nr2c2ap
Mgat5
Gm23884
Gm15110
Cma2
Olfr1212
Ggct
Gm47811
Son
Hdac11
Gm5346
Gm50086
Gm16311
Gm22538
Gm38343
Gadd45b
Ngef
Btnl7-ps
Gm13482
Acadsb
Cyp2d38-ps
Olfr988
Gm18670
Slc15a2
Gm26202
Gm18667
Gm39323
Gm46996
Gm16192
Gm22141
Gm25115
4930517E14Rik
Slc2a7
Gm9550
Gm6828
Trhr2
Gm29320
Ubtd1
Gm22867
Gm336
Becn1
Gm23254
Gm42785
Ube2s
Gm47854
AC118724.1
2810429I04Rik
1300002E11Rik
Gm26352
Lrriq4
Gm45263
Fbn1
Olfr44
Gm12734
Gm20144
Mss51
Elavl4
Gm24192
Gm14413
Gm37876
Zfp961
Cgrrf1
Hc
Gm29554
1700061F12Rik
Gm22207
Gm22503
Gm5358
Gm44866
Vmn2r86
IQCF2
Zfp820
Wwc1
Ighv1-63
Ccdc80
Gm13500
Zfp655
Adam26a
Nlrp1a
Gm6880
Gm23129
Ppt2
Gm49236
Uchl4
Gm21293
Aqp3
Gm18276
Gm29281
Adh4
Prr14
Gm48574
Trio
Gm11423
Gm49874
Gm13582
Gm23785
A430110L20Rik
Gm15372
Gm6395
Olfr189-ps1
Adcyap1
Mfsd4b4
Mir6374
Gm26375
Plxnb1
Gm7394
Gm7745
Gm34531
Gm16146
Slc6a20a
E030030I06Rik
Gm44903
Olfr942-ps1
Gm37845
Gm45033
Gm38020
AC102249.1
1190028D05Rik
Dgat2l6
Gm5751
Mynn
Pkn3
Gm24249
Gm21302
Gm24790
Cxcl11
Htr4
Gm23142
Gm22685
Mir493
Gm25209
Gm25543
Fscn3
4930511M18Rik
Gm18945
Maz
Phospho1
4930402F11Rik
Clec4g
Gm13710
Traj57
Mir6383
Gm31683
Gnb1l
Gm36737
Etaa1
Scgb2b12
Mir136
Bmp4
Macrod1
Gm42575
Gm28753
Gm6091
Tg
Gm47455
Cma1
Mir551b
Rnu7
Olfr713
Gm42882
Mir378d
Gm22805
1700111E14Rik
Gm32453
Grin2a
Gm48688
Gm48319
Gm24161
Tmem125
Gm49776
A330069E16Rik
Gm13219
4930465K10Rik
Pcdhb12
Rad51b
AC160336.1
Gm44097
Mfsd2b
Gm13391
Gm23786
Gm12882
Zfp668
Stoml2
Gm45874
Bag6
Gm17651
Gm28937
Gm25261
Tcl1b4
Nudt5
Gm19640
Gm25450
Dleu7
Gm21129
Gm8725
AC113010.1
Gm12263
Gm14529
Gm29387
Nxph4
Gm18751
Gm24393
Gm34354
Por
Gm9826
Junb
Gm8995
Gfra4
Gm37537
4930589P08Rik
0610040J01Rik
Gm37681
Gm15891
Mir6924
Hpcal4
Gm48843
Gm9224
Klhl3
1700006F04Rik
Gm31452
Gm37295
Sycp1-ps1
Gm5943
Aox2
Rbm10
I730028E13Rik
Gm28113
Gm23711
Gm45696
Gm49349
Ube3b
Hmgcll1
Gm15952
Gm17750
Gm23318
Gm6227
Fzd4
Tent5d
Olfr575
Pggt1b
Gm31107
Gm14278
Gm15990
Mlnr-ps
Gm14843
Ect2l
Gm39128
Tut7
AC165962.3
Acat1
Gm16511
Gm23432
Gm47693
Gm23772
Vmn1r22
Gm3912
Gm28319
4930533N22Rik
Tie1
Mir7055
Usp19
Gm6990
Ddx52
Olfr142
Gm20428
Gm43061
Gm38329
Siah1b
Slc10a7
Gm15033
Gm26336
Gm5186
Gm29200
Crppa
Ak1
Gm40604
Rybp-ps
Hps1
Hsd3b3
Prkcb
Ube2j1
Arhgef12
Tex21
Gm23328
Gm25391
Ldha-ps2
Dok7
Gm37031
Gm26936
3110067C02Rik
Gm16441
E330035G20Rik
Armcx5
Gm32171
Gm44709
Gm25037
Gm15721
Itm2b
Pole2
Olfr1361
Gm26225
Gm24482
Gm11879
Nadsyn1
Gm23562
Gm22480
Pld2
Gm29373
Gm44186
Olfr1368
Gm45445
AC129188.2
Csde1
4930458A03Rik
Myg1
Golph3l
Gm48957
Mir6980
Rgs1
Gm13657
Gm47114
G3bp1
Gm25402
Mir6546
Gm49901
4930542C12Rik
Gfi1b
Gm17655
Mir5124a
Pex14
Yy1
Gm35570
Ccdc187
Vmn1r172
Mir5125
Dnajb14
Gng10
Mir219a-1
Gm49531
Olfr128
9230110F11Rik
Cpeb2
2610318M16Rik
Mir7666
Itpa-ps3
Nfia
Gm31409
Rwdd2a
Gm19667
Ddx43
9530026P05Rik
Il2ra
Gtf3c5
Gm20854
Spert
Gm5409
4930579C12Rik
Sec24b
Gm13673
Gprc5b
Gm8245
Ttc33
Gm14352
Gm48334
1700012B09Rik
E130102H24Rik
Gm9143
Gm15115
Gm37529
Fbrs
Gm14868
Gm12739
Olfr920
Gm9009
Olfr1263
Dcdc5
Cebpd
Gm24541
Gm11300
Tmem80
Ten1
Castor2
Olig2
Mia
Gm36938
Coa7
Gm24566
Trav12-3
Gm38300
Gm5395
Srpk2
Il34
Spatc1l
Olfr1330
Siglech
Gm5879
Gm48610
Gm43363
Gm32780
Gm38099
Clcn1
Gm6157
Olfr586
Rftn2
Gm15242
Phf11b
Gm28895
Gm47856
Ankk1
Gm18260
Oxnad1
Abca6
4932429P05Rik
Gm19708
Gm8084
Gm24244
Gm17251
Adsl
Gm8234
5330417H12Rik
Gm21755
Gm47838
Eya3
Gm49174
Gm26389
Tas2r124
Gm15877
Scgb1b24
Thg1l
Gm37909
Gm49290
Gm50021
Gm25977
Gm11238
Gm8662
Ehmt2
Laptm5
Gm22066
Gm18330
Gm28375
Gm14086
Gm597
Gm43276
Gm41638
Hic1
Acox2
Rdh16
Gm23061
Neat1
Npas1
Hk2
Hspa12b
Il5ra
Gm8271
Gm4657
Tas1r3
Gm5043
Gm2629
Colec11
Gm47702
Gm14968
Gm23409
Sema3f
Gm27008
Gm10350
Ndufa9
Iigp1
Gm17644
Tomm40
Slc36a2
2810457G06Rik
4930549C15Rik
9430034N14Rik
Gm24551
Gm8689
Gm1043
Gm6446
Snord35a
Gm36823
Gm8492
Gm8111
Gm45539
Gm12244
Gm24014
Enoph1
Polr2j
Gm38213
Nr1i2
Gm41318
Klc4
Stau1
Dydc2
Csnk2b
Wdr55
Gm8066
Gm37341
Gm25756
Olfr59
Gm8453
Gm15147
Gm29002
Gm28692
Mpzl1
Kcna1
Gm20786
Miga1
Gm44093
Zfp157
Gm43371
Gm29374
Gm28233
Dgcr8
Vmn1r-ps99
Defa-ps4
Rbm3-ps
Gm44463
C230071H17Rik
Cacna1h
Gm22254
Gm29680
Gm12035
Gm17968
Slc6a11
Gm23276
Med7
Gm20842
Gm15864
Gm28721
Sgip1
Sult2a3
Gm28940
4930432B10Rik
Slxl1
Cyp1b1
Crlf2
Gm48099
Prkch
Gm16226
Snord34
Gm45417
Gm48081
Psmd2
Zfy2
Gm5935
Gm29471
Gm44175
Gm28347
Mxi1
Adra2a
Gm9260
Bpifb9b
Akr1b7
Gm22032
Gm9968
Gm23242
Bcan
Gm13954
Clca2
Gm45658
4930432L08Rik
Twist2
Gm5268
Gm8266
Spns1
Pbp2
Trav20
Ubac1
Gm44933
Gorab
Polb
Acot6
Gm23838
Gm8493
Krtap19-1
Traj45
Mical2
Gm12148
Gm19045
1700028D13Rik
Gm29059
Gm29557
Gm15106
Ace
Gm5949
Gm15113
Clrn3
4833445I07Rik
Olfr269-ps1
Try10
Gm5913
Gm20257
Mir6905
Gm23699
Gm26038
Gm33586
Gm34165
Gm14620
1700040D17Rik
Gm43665
Mir6393
Gm47165
Sorcs1
Gm14064
Lce1c
Kdelc2
Pak2
Ubxn4
Vmn2r-ps3
Gpr4
Olfr804
Gm38072
Gm16423
Pabpc1l2a-ps
H2-Eb2
Ptprn
Gm43002
Gm12900
Krtap14
Aktip
Gm25877
Olfr735
AI847159
Gjb5
Gm25947
Gm6113
Gm14211
Zc3h6
Perm1
Snora75
Dydc1
Gm25158
Mir7025
Gm17581
Gm11111
Rxfp3
Gm44641
Zfp788
Gm15699
Gm20631
Gm5251
Crisp1
Cnot4
Gm41335
Gm27231
Gm33533
Gm9496
Gm17082
Nanos3
Gpr68
Gm22046
Gm29335
Gm47525
Pex26
Mbd4
Gm22326
Gabrb1
Utp20
Gm14069
Olfr286
Efcab10
Gm37374
Gm28749
Gm23589
Gm34623
Gm20712
Tceal6
Gm44096
Trbv13-2
Klk4
Lgals1
Tmprss5
Gm48607
Rbp2
Ccdc177
Wdr90
Tk2
Gm2058
Gm31861
Gm45056
Pou3f4
Gm34069
Gm38410
4933424G05Rik
Gm12985
Gm10823
AC117805.1
Gm10038
Fam92a
Il22
4930573H18Rik
Carmil1
Neto1
Arf1
Xrcc1
Rgs10
Olfr551
Gm49463
Upp2
9130213A22Rik
Gm44781
Sybu
Acod1
Gm24139
Gm49772
Ephx1
4921531C22Rik
Slc12a4
Cldn19
4930599N24Rik
Gm14643
AC131065.2
Dpy30
Rnf186
Tgtp1
Gm3890
Tnks1bp1
Tpbg
Gm22567
Bco1
Gm36745
Gm44608
Oxtr
Gm12523
Gm14641
Snx30
Gm9529
Zfp420
Rab39b
Gm38063
Ang4
4930442G10Rik
Hpf1
Ggn
Gm47570
Gm49113
Krtap31-2
Tspyl4
Snx19
B3gnt2
Gm29407
Gm28091
Rcl1
Ugt2b37
Mknk2
Gm4884
Mdh1
Gm7047
AC116871.4
Gm8049
Gm22511
Gm21497
Gm43871
AC079938.1
Gm38188
Gm4294
Gm12290
Gm48383
Adad2
Cep164
n-R5s19
Xlr4b
Tpbgl
Gm44411
AC106834.2
Irak2
Gm5602
Ifi44
Gm22345
Oaz2
Gm44206
Zfp398
Gm28857
Ypel2
Vmn2r-ps18
Hgf
Gm23532
Arfgap1
Krtap9-1
Gm12131
Nova2
n-R5s54
Gsdmc4
Gm27405
Rgs14
Gm14902
Gm3173
Vmn1r34
Gm28391
Gm12527
Polr3f
Msh5
Gm44164
Tln1
Hlx
Cnot10
Ahsa1
Mir6949
Gm44742
Gm25882
Rps3
Ankrd37
Gm48404
Mta3
Ccl8
Igkv2-116
AI661453
Mir195a
A930004D18Rik
Gm43784
4930456L15Rik
Slc38a4
Gm11940
Gm36266
Gm25221
5430427N15Rik
Gm26391
Dnajc5
Gm50096
Gm44366
Shank3
Gm16301
Lhfp
Gm12151
Gm8661
Gm44441
Gm11233
Dus2
Usp16
Mmut
Galnt12
Gm44125
Cnot3
Gm44792
Mir374b
8030451O07Rik
Obox1
1700080N15Rik
Rmdn2
Bloc1s5
Kdm1a
Gm12082
Gm44616
Gm47775
Ggh
Gm7224
Slc12a8
Olfr1116
Cep135
Gm48101
Gm45058
Ndufb3
Pfkfb4
Rnf168
Tcam1
Gm7978
Gm10382
Dock5
Gm7560
Kctd17
Gm18697
Gm9077
Gm45343
Olfr1315-ps1
Gm47203
1700028M03Rik
Gm49964
Nlrp2
Gm45494
Rpl37rt
Gm38079
Gm49273
Hoxa13
Gm26736
Cryge
Atp8a2
Gm5938
Mfsd6
G930045G22Rik
Gm24669
Gm49597
Gm48187
Gm7146
Lin7a
Gm44408
Gm23650
Igflr1
Dpp8
Zfp456
Ino80c
Olfr1341
Mrps12
Rbm26
Gm18129
Slc39a5
Gm29531
Gm25086
Rela
Ccdc90b
H2al2a
Particl
Gm18403
Gm13661
Gm35931
Gm40518
Mrpl45
Gm43282
Gm15484
Insig2
Gm28105
Phtf1
AC116766.1
Kri1
Gm48832
Psg18
Gm48634
Gm15638
Klk1b3
Gm28418
Gm15015
Mcoln3
Stra6l
Casc1
Magea1
Gm49168
Gm26065
Vmn2r4
Gm9776
Gm21994
Gm12256
Igkv5-40-1
Dgkk
Ssxb6
Tcim
Gm32351
Gm20835
Gm28879
Coq5
Gm26813
Gm45100
Gm22155
Gm18461
Gm25454
Nanog-ps1
Gm36983
Gm22374
AL603804.1
Gm28934
Gm37664
Gm28234
Ighv1-44
Gm14365
Gm20807
Gm45540
Cdc5l
4930459L07Rik
Gm42519
Bcl2l13
Arsb
Gm43387
Gm49294
Gm14892
Gm42662
Dock10
Gm16260
AY702103
2700062C07Rik
Galnt18
Tcf23
Gm4513
Gm25171
Gm47999
Gm37013
Gm43092
Gm16000
Gm17364
Sycp2l
AC119982.1
Serinc4
Gm26993
Gm47190
Gm35713
Pate4
4930598N05Rik
Prl7c1
Gm30285
Gm47019
Gm49702
Sox9
Gm15987
Pim2
Gm5587
Gm44346
Pfn4
Vmn2r14
Rnf34
Gm47171
Nkg7
Gm25818
Gm48773
Gm42478
Zc3h12d
Gm18336
Gm7272
Gm42878
Gm960
Gm44314
Myo5c
Gm22706
Usp17la
Ighv8-16
AC124513.1
Gm42790
Gm44721
Zfp592
Gm3095
Gm15746
Cstdc7
Gm27868
Ddx39
Aven
Rpl23a-ps14
Gm48794
Gm43553
Gm12924
Fam181a
Eaf1
Gm12825
Olfr288
Gm37519
Gm14657
Gm17981
Gm17092
Gm43874
Gm20369
Slc26a1
Ell3
Igkv12-49
Gm21902
Zfp672
Gm26733
Gm4258
Olfr120
Tom1l1
Gm2423
Gm26168
Gm25903
Mfap1a
Dync1i2
Cdk5rap3
Kiss1
Cyp11b2
Gm18363
Gm7638
Gm28807
Gm21780
Zfp428
Tnfsf13b
Hmx1
Otx1
Hoxa11
Klkb1
Msx1
Mir466k
AY512915
Olfr1309
Phf21b
Gm6461
Olfr62
4930562F07Rik
Gm13961
Wnt2
BC035044
Gm22627
Ucp1
Gm48103
Gm25285
Mtrr
Rps10
Gm22417
Gm14388
Gm22033
Gm24120
Sdhb
Lin28b
Gm34250
Gm10549
Nnmt
Igkv13-62-1
Tigit
Gm44397
Gm21654
Slc4a9
Gm31545
1700109K24Rik
Gm28253
Gm47153
Gm15510
Ppil1
Gm28840
1110059E24Rik
Gm9144
Gm12903
Med27
Abhd18
Gm47016
Olfr463
Gm6020
Dkk4
Ak2
Gm5264
Csn2
Gm37856
Gm35842
Gm14582
Slc37a2
1700052K11Rik
C130071C03Rik
Gm28426
Apobec1
Gm37767
Arap2
Gm9419
Gm15446
C1s2
A930004J17Rik
Gm50085
Gm18190
Tmem246
Gm24314
Col5a2
Gm26110
Gm24165
Gm6763
Ddx46
Gm24060
Gm12399
Vmn2r113
Gm26496
D16Ertd472e
Rragd
Armcx2
Esrp1
Gm26629
Gm23149
Gm35035
Agt
Sbk2
B020031M17Rik
Gm2229
Gm12953
Gm8914
Pgd
Bet1l
Magt1
Gm24098
Gm13629
Gm24201
Gm11926
Gm29551
Gm23340
Gm47453
Gm28579
Trav5d-4
Asb2
Gm43372
Gm5080
Gm29719
Snora47
Pbld1
Mir196a-1
Spin2-ps2
Jak3
Tas2r117
Pdzd11
Sccpdh
Gm25049
Gm37053
Sall4
Gm43170
Gm30784
AC138134.1
Gm48501
Dym
Gm42208
Thap4
Gm4617
Tdpoz4
Gm48065
Gm12414
Gimap4
Gm4819
Gm4202
Gm33619
Glcci1
Olfr1112
Gm6583
Gm49325
Prr9
Aldh1a3
Gm49670
Pou1f1
Gm22088
Gm11847
Gm25863
Tmem167-ps3
Mir669n
2610002M06Rik
Gm28813
Rtl5
Olfr704
Gm22144
Gm44667
Erbb3
Gm14125
Gm16585
Sipa1l2
Gm24068
Hebp1
Gm47298
Mir1895
Gm20383
Elovl7
Gm42997
Gm4904
Gm21736
n-R5s34
AC132253.1
Zfp329
Tpi1
Gm23130
Gm12394
1700066C05Rik
2510039O18Rik
Gm5
Gm6195
Mir103-2
Spata9
Jcad
1700124L16Rik
Gm24298
Sart1
Chrm1
Tas2r136
Gm11999
Gm43638
Ffar4
Gm5402
Gm44561
Gm5600
Snord23
Sgsh
Pid1
Gm23229
Tmem72
Rffl
Tmprss4
Gm37100
Gm28246
Gm34721
Ssty2
Ice1
4933431J24Rik
Mettl18
Nedd4l
Tpo
Gm44020
Dpep1
n-R5s65
Gm30174
Stk17b
Gm14540
Gm44210
Gm47987
Mir465c-2
Gm35082
Gm44028
Dlx5
Gm25922
Olfr1393
Gm45409
Gm8556
Gm20866
Heatr5a
Gm23731
1700122E12Rik
4933407L21Rik
Gm7266
Gm12415
Timeless
Gm43550
Gm20614
Gm38358
Gm48204
Gm10518
Gm26865
Gm32996
Gm2582
Irf3
Traj52
Gm44800
Gm15929
Taco1
Slc6a7
Mir8102
4921539H07Rik
Snord73a
Metap1
Lrrtm2
Gm8011
Gm9899
Gm33308
Agfg2
Olfr620
Gm18749
Gm28909
Gm49603
Gm23335
AC156546.1
Gm8464
AC157214.1
4933404O12Rik
5730507A11Rik
Ell2
Gm12941
Gm34550
Gm22279
Gm15534
Gm7874
Eogt
Cd37
Gm8449
Gm47100
Gm13337
9430015G10Rik
Wdr78
Gm8513
Gm14281
Gm6764
Fads3
Gm14715
Prkd2
Gm12386
1700123O21Rik
Mir7067
Gm15105
Gm26888
Gm47576
Gm27299
Gm29558
Gm27843
Gm24697
Gm11411
Prr23a1
Gja3
Ccdc17
Gm18186
Omt2a
Gm26715
Sppl3
Vmn1r168
Crbn
Gm45037
Zc3hc1
Tubgcp5
Dars2
Gm23521
Gm7481
Ly6g2
Sult4a1
Cyp2d41-ps
Gm41225
AC135016.1
Gm15681
Gm30534
Gm12828
Gm13758
Gm25953
Prl8a1
Gm27330
4930515B02Rik
Spesp1
Gm25810
Gm29519
Zfp180
Pxt1
Zfp773
Rpl31-ps21
Gm40983
Gm47446
Gm6152
Gm13000
Wdr95
Olfr745
Pfdn6
Gm23044
Gm9837
Cd34
CU019598.1
Gm42717
Gm8773
Gm23790
Tpm3-rs2
Gm42807
Gm24018
Reg1
4930500A05Rik
Vmn2r-ps114
Gm38282
Gm29326
Tas2r105
Gm44811
Pisd-ps1
Gm50082
AC122363.1
Mir124a-3
Gm46560
AC158763.1
Rpl7a-ps3
Eri1
Gm7125
n-R5s89
Tmem53
Hmgxb4
Trmt44
Fhl1
Gm28554
Cysrt1
Gm11395
Gm18800
Bfsp1
Gm13418
Gm12841
Gm16107
Rpl21-ps1
Gm37866
1700021L23Rik
Stx12
Snx11
Mir467a-2
4930422M22Rik
Gm23520
Gm47068
Vmn1r-ps116
Gm15049
AC158774.1
Gm14249
Gm43344
Gm25042
Lrig1
Gm45308
Gm16307
Serpine3
Gm32283
Gm12506
Camk2a
Vmn1r221
Gm7367
Gm29021
Etv3l
Gm19220
AC130204.1
Gm6680
Lhcgr
Nol10
Gm10292
1700011L03Rik
Gm22577
Prrxl1
Rpain
Esco2
Gm16232
Gm23873
Gm24756
Pcgf3
Polr3e
Clec1b
Gm21245
Gm43859
Gm25790
Gm26084
Wdr6
AC124012.1
Gemin8
Gm11713
Gm23410
Gdf15
Gm20412
Gm11919
Gm15828
Gm22819
Rbbp4
Vamp2
Gramd1a
Gm43062
Gm43467
Gm15493
Riok2
Gnaq
Gm26708
Fam124b
Gm13379
Gm20649
3110056K07Rik
Gm49042
Scgb2b15
Mir292
Gm26406
Gm8046
Gm34961
Gm9279
Gm24784
Gm37047
Gm14053
Gm49410
Gm15668
Gm37409
Gm22554
Ankrd28
Gm15014
Ptpn6
Gm47092
Zfp819
Gm12693
Ttc21b
Gm48606
Gata3
AC171003.1
Slurp2
Gm7061
Gm11220
Gm40552
Gm34727
Gm17192
Gm31458
Cast
Anks1b
Gm26042
Gm34396
Gm6858
Hist1h2ag
Vmn1r56
Tas1r2
Adamts5
Gm23192
Gm49010
Gm15212
Igkv14-118-2
Gm16796
Cyp2a12
Gm6018
Gm34091
Gm23814
Gm12862
1700010J16Rik
n-R5s143
Mir6537
Abracl
Gm25577
Ttll7
Prr13
Mir6977
Zbtb37
Gm26706
Pcyt2
Slc26a4
AC132307.3
Olfr369-ps1
Capn12
Gm42935
Mir17hg
Btbd35f17
Gm11214
Gm25602
Gm44085
Gm3219
C920006O11Rik
Gm15075
Gtf2h4
Mrpl42
Hira
Tcp11l2
4930432E11Rik
Gm11640
Gm45330
Gm31191
Phf1
B3gnt5
Gm15678
Zfp82
Gm3252
Zfp433
Gm28280
Pabpc4l
Gm38293
Ctps
Taf1d
Nlrp14
Gm37111
4933430M04Rik
Gm47030
Gm19563
Gm47705
Nipa2
Gm24826
Gm20773
H2al1d
Nudt19
Gm18422
C230014O12Rik
Xpo1
Gm40421
Gm37828
Gm7833
Olfr645
Gm44859
Gm43818
Gm20521
Gm26393
Gm29365
Clptm1
Car1
Adamts9
Gm9961
Polr2h
Gm48007
Gm47549
Gm16172
Gm29088
Map2k1
Gm8371
Gm23738
Ighd5-5
Gm10638
Gm14816
Tespa1
Gm49384
Hal
1700086P04Rik
Gm8451
Gm44546
Nudt1
Tmc4-ps
Gm48169
Rpl23a-ps3
Gm41361
Ttc23l
Gm47158
Gm29338
Tmem132e
Med12l
Ccr2
Sept10
Gm38134
Gm45388
Gm15220
Gm23537
Gm17014
Aup1
Gm29584
Olfr870
Gm12030
Gm10080
Gm49637
Fgfr1op2
Gm21292
Arhgap21
Gm12543
Gm37429
Gm43249
Gm15888
Mat1a
Gm12496
Gm42913
Gm50035
A230072I06Rik
4930474N09Rik
n-R5s13
Nme2
Gm47291
Zfp971
Gm29505
Ndrg2
Gm48821
Gm22847
Gm45650
Spdye4b
Gsdmcl-ps
Gm6727
Gm23702
Tmem43
Jup
Gm8108
Irx1
Gatb
Gm44803
Slamf6
Gm22177
Cmtm8
Gm14951
Gm13195
Kif6
Gm13604
Ccdc9
Pkhd1
Gm23194
Gm25409
Gm22365
Batf
Vmn2r8
Fam207a
Rsbn1l
Nps
AC122398.1
Snord65
Rbbp7
Bri3
Mtus2
Gm43574
Gm44121
Gm35239
Spdya
Gm42704
Gm18482
Cdhr2
Cyb561a3
Gm7768
Adh5
Spn-ps
Olfr442-ps1
Inpp1
Gm27884
Tfpi
Gm5350
Gm5815
Gm38085
Hoxb4
Gabpb1
Gm11798
Gm43317
Dhx34
Acp6
Gm44311
Gm48542
Gm44385
Gm43672
Gm26577
Gm47637
5330434G04Rik
Gm49560
Hace1
Gm8921
Gm16363
Tmem218
Gm25140
4631422I05Rik
Gm12801
Gm47493
Mettl4
Tti1
Gm5406
Mir598
Gm25873
Gm8623
Dynlt1f
Gm28146
Gm17149
Frmpd4
Otud6a
Pnpla2
Gm29040
Gm14804
Gm25962
Gm43670
Efna5
Gm43524
Olfr537-ps1
Gm49382
Prox2os
Gm45017
Gm9967
Tbpl1
Gm15500
Gm33104
Gm29408
Zdhhc23
Gm28211
Gm2606
Gm13708
Gm12034
Fntb
Gm42670
Gm13835
Gm29254
Gm23131
Gm49016
Gm43336
Cfap58
Gm13133
C2cd4d
Gm18736
Gm28239
